External15 00240.wav,旅者的体验就交给旅者自己慢慢咀嚼吧。对了。作为一起筹办宋先点一的报酬，我决定。
External15 00241.wav,
External15 00242.wav,呃扑通。
External15 00243.wav,再再让人家等一会儿。
External15 00244.wav,你你就是非云商会的少爷。
External15 00245.wav,这不是终点。
External15 00246.wav,缺乏同情心。我的幻时明明就跑得很累，哈哈对了。
External15 00247.wav,动作要快，宝藏已经在里面等我们很久了。
External15 00248.wav,师兄师兄你要去哪里啊？
External15 00249.wav,肯定是刚才的战斗惊动了他们。
External15 00250.wav,
External15 00251.wav,和酒馆里常见的一些剂量差不多。
External15 00252.wav,田神建立璃月时借助了新人的力量。
External15 00253.wav, WOW
External15 00254.wav,商运货物请报备。
External15 00255.wav,岂有此理。
External15 00256.wav,啊你看。
External15 00257.wav,
External15 00258.wav,让你看到难堪的一面了。
External15 00259.wav, Yeah. 
External15 00260.wav,这里好像什么都。
External15 00261.wav,去偷点萤火虫来看书怎么样？嗯嗯我的玩笑话你可别当真。对眼睛不好的。
External15 00262.wav,事不宜迟，按照迪洛克说的解锁导光机关吧。
External15 00263.wav,啊好久没出来透气了。
External15 00264.wav,嗯嗯嗯
External15 00265.wav,我吗？不不恰恰相反，我在思考别人正在打什么主意。
External15 00266.wav,在这么危险的地方出现可疑人物，我觉得一定没有好事。
External15 00267.wav,
External15 00268.wav,唉多管闲事，根本就不用酒嗯。难道我斯坦利还搞不定这种简单的情况吗？
External15 00269.wav,所以这些琥珀其实都是活的。
External15 00270.wav,这就是新的力量。谢谢你。这样我就能帮到更多人了。
External15 00271.wav,兵之神统帅的于人众，正觊觎着风神留下的神力。
External15 00272.wav,
External15 00273.wav,你最好别在这里喝醉。
External15 00274.wav,还有你的心田闲在这儿，噢问题。
External15 00275.wav,
External15 00276.wav,
External15 00277.wav,剑客的手必须稳定，咱当厨子的自然也是如此。
External15 00278.wav,你没事吧？
External15 00279.wav,想听故事吗？过来跟我坐会儿吧。
External15 00280.wav,是那位占卜师姐姐吧嗯确实给人香香的印象。
External15 00281.wav,说的没错。
External15 00282.wav,我来介绍一下，这位朋友是道上人是广生堂的客卿。钟黎先生。
External15 00283.wav,你你注意到了我的耳朵是家里遗传下来的，和其他人很不一样，所以平时我都会用头发尽量把它们藏起来。
External15 00284.wav,元素的痕迹一直指向了前面。
External15 00285.wav,换句话说，加入协会是只有好处，没有坏处的。
External15 00286.wav,看一下刚才是不是说没有保障。
External15 00287.wav,都跟我来吧。
External15 00288.wav,啊不我没在想不好的事，我是说很符合莫拉克斯的身份。
External15 00289.wav,唉迪卢克老爷需要帮什么忙呢？
External15 00290.wav,那么你是承认了。
External15 00291.wav,果然你带上这个以后也能看见。
External15 00292.wav,唉他怎么在喊自己的名字啊？
External15 00293.wav,晚上星星很好看，天空。狐狸都有很多很多星星。晚上城市里也有很多星星。
External15 00294.wav,可是这东西要怎么用？呀需要多大的力气才能操纵呢。
External15 00295.wav,想。
External15 00296.wav,如果说一个丘丘人能打三头野猪的话，秦团长和狄路克老爷分别有几球球战斗力呢？如果在蒙德城里体会过大家的统一口径，就应该知道最厉害的是秦团长，我觉得狄卢克先出手的话，秦团长应该没办法化解，青团长一定有办法的，肯定无解。秦团长的元素爆发是很强的，在那个领域反过来会增强第6课，青团长对富迪卢快姥爷都不用神之眼，迪卢克只用新手搭建球，唉嗯啊我们好无聊，啊他们都是为了蒙德而战的，不可能会打起来的。所以我觉得需要用求求人的战斗力单位啊顺带一提，拍门大概1/5也住哦。
External15 00297.wav,每个人都会有自己的愿望，回去大家的愿望让大家感到幸福，这一定就是神给予我的使命吧。
External15 00298.wav,嗯噢放心。这一次我会记得带钱的。
External15 00299.wav,其实事情是这样的，你们先看看这个。
External15 00300.wav,风和日丽。
External15 00301.wav,你们去吧。不过别忘了送先点一的是你们从全域哥回来以后，我们下一步会合的地点是梨花粥。
External15 00302.wav,嗯要不要也出发去找找看呢。好没事没事。祝你们能早日找到那处一切。
External15 00303.wav,顺便出生到地下遗迹去找书的事，真是始料未及的情况。
External15 00304.wav,欢迎。是要谈合作的事吗？
External15 00305.wav,唉
External15 00306.wav,派蒙和旅行者找我有什么事吗？
External15 00307.wav,啊宝藏。这里可难不倒我。
External15 00308.wav,如果你们不在，只要那小女孩一个人的话。
External15 00309.wav,但我们还有很急的事要去通知秦呢，真是不好意思。
External15 00310.wav,千言牢固，重战不移，千源不移，冲着豪裤。
External15 00311.wav,啊你别跑啊。你包里的东西都不要了吗？
External15 00312.wav,这是什么？
External15 00313.wav,啊真头疼啊。
External15 00314.wav,
External15 00315.wav,老爷今天临时有钥匙，所有会面都取消了。
External15 00316.wav,本来还不知道该如何报答你们。既然这样，就把情报免费送给你们，好了。
External15 00317.wav,你好。请问有没有什么关于阿卡迪亚遗迹的消息？
External15 00318.wav,嗯如果遇到的话，不如就请有个优胜战机的迪卢克老爷。
External15 00319.wav,
External15 00320.wav,值得庆贺的日子。祝你今天能得到真正的快乐。
External15 00321.wav,看样子我们没有迟到。
External15 00322.wav,嗯
External15 00323.wav,嗯如果我有幻想朋友，我希望他是个酒杯。
External15 00324.wav,
External15 00325.wav,
External15 00326.wav,这也是凯亚的算计。
External15 00327.wav,看来你用风之意玩得很开心的样子。
External15 00328.wav,今年海灯节在建造的明宵灯，就是一笑道天真君的形象。
External15 00329.wav,也太薄了吧。
External15 00330.wav,你来了。
External15 00331.wav,
External15 00332.wav,如果有空的话来协助我调查一下可以吗？
External15 00333.wav,我这里确实还有一批暂时还没有被运走的石破，只要你们开价够高，就可以卖给你们。
External15 00334.wav,嗯好无聊，整个人都没有精神了，反正闲着也是闲着。我们来模仿骑士团的其他人吧。What会不会很没礼貌？哈哈哈果真不错，连骑士谦卑有礼的品德都掌握了呢？喂这就已经开始了吗？
External15 00335.wav,
External15 00336.wav,他老人家的战略目光，我们一向都是十分信任的。
External15 00337.wav,是不是又想去这新罗湖的鱼了？
External15 00338.wav,前5卷故事的展开，还可以说他提或是妙，但这第6卷已经找不到合适的形容了。
External15 00339.wav,哇
External15 00340.wav,嘿嘿佩特瓦林好好折腾了一番呢。
External15 00341.wav,那我就不客气了。
External15 00342.wav,幻想朋友。
External15 00343.wav,呀是刘丽婷。我听说过。
External15 00344.wav,唉本来说如果你们愿意，我可以出2万摩拉做筹卸的。
External15 00345.wav,是可如何是好？
External15 00346.wav, Yeah. 
External15 00347.wav,是公子大人，他们提到黄金屋被七星。
External15 00348.wav,以蒲公英骑士之名，我可不会败在这种卑劣的偷袭之下。
External15 00349.wav,噢你们回来了。有带来什么好消息吗？
External16 00001.wav,出出现了。好吓人，说他就靠靠你啦。
External16 00002.wav,那是最好。之前我就说过，愚人中只重视结果。
External16 00003.wav,嗯骑士团也有自己的苦衷啊。
External16 00004.wav,一直 why你们骑士团都是这样对待嫌犯的吗？
External16 00005.wav,可你喜欢毛茸茸的东西，比如嘟嘟可蒲公英，还有雷泽的头发。
External16 00006.wav,嗯只要多加练习，你还是很有潜力的。
External16 00007.wav,呃干感觉并不是善人。
External16 00008.wav,它原本的用途似乎是隔绝我和特瓦林之间的联系。
External16 00009.wav,欢迎光临。
External16 00010.wav,首先是为了证明骑士团的实力，告诉民众没有暗夜英雄，其实团也可以摆平一切。
External16 00011.wav,冯悦。
External16 00012.wav,唉很久没回这里了，好像有些东西对我的到来很不满呢。
External16 00013.wav,力量增强了，虽然还不够，但终归是在向前方探索。在黎明到来之前，必须有人稍微照亮黑暗。
External16 00014.wav,呃前提是这客栈还没关张。哈哈哈
External16 00015.wav,就痕迹会是怪鸟还是风屎来母呢？
External16 00016.wav,璃月的奇闻异事，你已经捐了不少吧，你说的那些番外的鬼怪，all我也想看看。
External16 00017.wav,不不不，我是个厨师，立志走遍各地搜寻真情实材的厨师。
External16 00018.wav,
External16 00019.wav,很好，那我们就做好准备，再摘新芽集合吧。
External16 00020.wav,嗯很不好意思。我现在没法自己去骑士团，因为最近餐馆里实在忙得团团转。
External16 00021.wav,说不定是分之一的股价。所以。
External16 00022.wav,呵好像是婆婆的声音，他说这里是他的活。
External16 00023.wav,
External16 00024.wav,就不能再便宜点吗？
External16 00025.wav,西风骑士团的飞行指南，听起来就很难读。
External16 00026.wav,
External16 00027.wav,不过说起来风神巴巴托斯大人为什么要借助人类的力量。
External16 00028.wav,报仇从舞魔拉到天空之琴，是你的故事而定。
External16 00029.wav,这些妙语已经荒废好多年了，蒙德的民众也根本不会来。
External16 00030.wav,这样就能和特瓦林队等战斗了。天底下最好的诗人前来助拳。
External16 00031.wav,我嗯我自首。
External16 00032.wav,价值千金，嗯可惜他们觉得以后应该再也用不到了。
External16 00033.wav,这个吗？当然是好好读完了神仙折戟路，度过了一段美妙的时光。
External16 00034.wav,刚才琴说于人众的目的是为兵之神取得特瓦林的力量。
External16 00035.wav,感谢你们对总公司工作的支持。这件事我们记下了，很快就会提升日程。
External16 00036.wav,我当时太害怕了。没怎么看清楚？
External16 00037.wav,
External16 00038.wav,按照计划去蒙德盛的侧门设置元素诱饵吧。
External16 00039.wav,嗯我现在的样子其实也和那位贾斯坦利先生一样，是借用朋友的。
External16 00040.wav,你说他呀其实我注意他很久了，他很有天分，又特别努力，但在骑士团只能当女仆，一直没能成为正式的骑士。你不觉得太可惜了吗？Hi。要是他肯来冒险家协会，估计早就是个了不起的梦想家了。
External16 00041.wav,旅行者你好像没有神之眼，对吧？
External16 00042.wav,啊他的身子好冷，得赶快帮他暖暖才行。
External16 00043.wav,有这种力量的花，终于可以唉母母好苦水要流下来了。
